Chromosome	Start	End	Copy Number
1	8100001	8200000	2.26211802
1	8200001	8300000	nan
1	8300001	8400000	1.131591948
1	8400001	8500000	2.217660673
1	8500001	8600000	3.362773722
1	8600001	8700000	1.759681548
1	8700001	8800000	1.230870411
1	8800001	8900000	nan
1	8900001	9000000	2.118216078
1	9000001	9100000	1.93026371
1	9100001	9200000	2.037804241
1	9200001	9300000	2.539851093
1	9300001	9400000	1.854689846
1	9400001	9500000	1.466822875
1	9500001	9600000	1.995774547
1	9600001	9700000	2.42430498
1	9700001	9800000	1.630837942
1	9800001	9900000	2.191009919
1	9900001	10000000	2.51978884
1	10000001	10100000	1.548644764
1	10100001	10200000	2.500565588
1	10200001	10300000	2.213569062
1	10300001	10400000	2.229512376
1	10400001	10500000	1.693972988
1	10500001	10600000	1.62047376
1	10600001	10700000	2.184377438
1	10700001	10800000	1.038133083
1	10800001	10900000	1.563944306
1	10900001	11000000	1.532921457
1	11000001	11100000	1.323135279
1	11100001	11200000	1.713528777
1	11200001	11300000	3.004856021
1	11300001	11400000	1.648549032
1	11400001	11500000	1.673506313
1	11500001	11600000	1.575021427
1	11600001	11700000	1.709708443
1	11700001	11800000	2.541868581
1	11800001	11900000	1.664768239
1	11900001	12000000	0.8012916741
1	12000001	12100000	1.825973525
1	12100001	12200000	1.042003827
1	12200001	12300000	1.573469443
1	12300001	12400000	2.716426552
1	12400001	12500000	2.579568372
1	12500001	12600000	2.151798423
1	12600001	12700000	1.711230474
1	12700001	12800000	3.839213719
1	12800001	12900000	2.36832202
1	12900001	13000000	0.9761366581
1	13000001	13100000	nan
1	13100001	13200000	nan
1	13200001	13300000	nan
1	13300001	13400000	nan
1	13400001	13500000	nan
1	13500001	13600000	nan
1	13600001	13700000	nan
1	13700001	13800000	nan
1	13800001	13900000	2.219929881
1	13900001	14000000	2.181660717
1	14000001	14100000	3.22253133
1	14100001	14200000	1.990497796
1	14200001	14300000	2.517250426
1	14300001	14400000	2.194172387
1	14400001	14500000	3.206426049
1	14500001	14600000	3.342758358
1	14600001	14700000	2.87731372
1	14700001	14800000	2.124482204
1	14800001	14900000	2.400399748
1	14900001	15000000	3.277785482
1	15000001	15100000	2.117794895
1	15100001	15200000	2.187676986
1	15200001	15300000	2.153630865
1	15300001	15400000	1.617862118
1	15400001	15500000	1.843263142
1	15500001	15600000	2.111987327
1	15600001	15700000	1.798775766
1	15700001	15800000	0.9950563639
1	15800001	15900000	2.50726243
1	15900001	16000000	1.75987064
1	16000001	16100000	2.563371678
1	16100001	16200000	0.9279562389
1	16200001	16300000	1.868132924
1	16300001	16400000	1.254140163
1	16400001	16500000	0.9281559642
1	16500001	16600000	1.367974284
1	16600001	16700000	1.580034633
1	16700001	16800000	2.246414979
1	16800001	16900000	2.035970966
1	16900001	17000000	1.380047644
1	17000001	17100000	1.516458565
1	17100001	17200000	1.609734251
1	17200001	17300000	1.306422323
1	17300001	17400000	2.630138759
1	17400001	17500000	1.578131194
1	17500001	17600000	0.9797162639
1	17600001	17700000	1.505023277
1	17700001	17800000	2.34851176
1	17800001	17900000	2.113249345
1	17900001	18000000	1.65868158
1	18000001	18100000	1.549149832
1	18100001	18200000	1.537949249
1	18200001	18300000	1.952061909
1	18300001	18400000	2.201769171
1	18400001	18500000	2.72345609
1	18500001	18600000	2.007721941
1	18600001	18700000	2.328055196
1	18700001	18800000	2.123602481
1	18800001	18900000	1.931862421
1	18900001	19000000	2.177297684
1	19000001	19100000	1.031630017
1	19100001	19200000	2.068615756
1	19200001	19300000	1.980287778
1	19300001	19400000	1.551096526
1	19400001	19500000	1.631435708
1	19500001	19600000	2.089038368
1	19600001	19700000	1.464780371
1	19700001	19800000	1.971339232
1	19800001	19900000	2.097920349
1	19900001	20000000	1.419488442
1	20000001	20100000	1.497787405
1	20100001	20200000	3.034562729
1	20200001	20300000	2.607360259
1	20300001	20400000	3.025770388
1	20400001	20500000	1.455555231
1	20500001	20600000	2.560987536
1	20600001	20700000	1.210893189
1	20700001	20800000	2.190136619
1	20800001	20900000	1.830732621
1	20900001	21000000	0.8307485501
1	21000001	21100000	0.9869882686
1	21100001	21200000	2.064884119
1	21200001	21300000	1.937283818
1	21300001	21400000	1.60555293
1	21400001	21500000	2.428717542
1	21500001	21600000	2.422595893
1	21600001	21700000	2.50126482
1	21700001	21800000	1.817213278
1	21800001	21900000	1.468318066
1	21900001	22000000	1.619034215
1	22000001	22100000	2.203519776
1	22100001	22200000	1.173536586
1	22200001	22300000	1.223765167
1	22300001	22400000	2.142335972
1	22400001	22500000	2.029229203
1	22500001	22600000	1.262975275
1	22600001	22700000	1.73526243
1	22700001	22800000	2.9555252
1	22800001	22900000	2.025723462
1	22900001	23000000	0.9344984679
1	23000001	23100000	1.771568524
1	23100001	23200000	1.600222047
1	23200001	23300000	1.38781223
1	23300001	23400000	3.308993258
1	23400001	23500000	1.749996342
1	23500001	23600000	1.639892595
1	23600001	23700000	2.239445661
1	23700001	23800000	1.611466898
1	23800001	23900000	2.297416252
1	23900001	24000000	2.167705454
1	24000001	24100000	2.321520095
1	24100001	24200000	1.823529087
1	24200001	24300000	nan
1	24300001	24400000	2.236095389
1	24400001	24500000	1.120448947
1	24500001	24600000	1.796053845
1	24600001	24700000	2.157559727
1	24700001	24800000	1.144317733
1	24800001	24900000	2.013094042
1	24900001	25000000	2.072605957
1	25000001	25100000	1.666352099
1	25100001	25200000	1.965359947
1	25200001	25300000	1.634318811
1	25300001	25400000	1.871737316
1	25400001	25500000	2.213968497
1	25500001	25600000	1.14547424
1	25600001	25700000	1.353150551
1	25700001	25800000	1.315797795
1	25800001	25900000	1.309841915
1	25900001	26000000	1.777837179
1	26000001	26100000	1.475818669
1	26100001	26200000	1.79659169
1	26200001	26300000	1.110832645
1	26300001	26400000	1.5163352
1	26400001	26500000	2.571786952
1	26500001	26600000	1.546122497
1	26600001	26700000	1.609182137
1	26700001	26800000	1.994801622
1	26800001	26900000	2.069399682
1	26900001	27000000	2.290816939
1	27000001	27100000	nan
1	27100001	27200000	1.636771098
1	27200001	27300000	0.9255269125
1	27300001	27400000	1.322924483
1	27400001	27500000	1.482498103
1	27500001	27600000	2.662795128
1	27600001	27700000	3.04474567
1	27700001	27800000	1.604118025
1	27800001	27900000	0.6733669949
1	27900001	28000000	1.681563215
1	28000001	28100000	2.595402867
1	28100001	28200000	2.775249453
1	28200001	28300000	1.703781617
1	28300001	28400000	2.966054634
1	28400001	28500000	1.6069289
1	28500001	28600000	1.901488569
1	28600001	28700000	1.512949653
1	28700001	28800000	1.871603907
1	28800001	28900000	2.860146923
1	28900001	29000000	2.112170619
1	29000001	29100000	1.404226996
1	29100001	29200000	1.997344956
1	29200001	29300000	2.199144831
1	29300001	29400000	1.249582781
1	29400001	29500000	3.034271545
1	29500001	29600000	1.792360973
1	29600001	29700000	1.529721323
1	29700001	29800000	1.588394944
1	29800001	29900000	1.103135712
1	29900001	30000000	nan
1	30000001	30100000	2.306902246
1	30100001	30200000	1.094009232
1	30200001	30300000	2.158652532
1	30300001	30400000	1.926221387
1	30400001	30500000	0.8823800277
1	30500001	30600000	1.655041036
1	30600001	30700000	2.395964275
1	30700001	30800000	1.973617561
1	30800001	30900000	1.3853138
1	30900001	31000000	1.463448963
1	31000001	31100000	2.308651904
1	31100001	31200000	1.839898341
1	31200001	31300000	1.974124591
1	31300001	31400000	1.719308524
1	31400001	31500000	2.155624382
1	31500001	31600000	nan
1	31600001	31700000	1.246895795
1	31700001	31800000	2.196209029
1	31800001	31900000	0.9992124966
1	31900001	32000000	1.210148565
1	32000001	32100000	1.676709823
1	32100001	32200000	0.6514590808
1	32200001	32300000	1.353257844
1	32300001	32400000	2.514935998
1	32400001	32500000	1.252663133
1	32500001	32600000	1.659337593
1	32600001	32700000	2.272368821
1	32700001	32800000	0.9409512882
1	32800001	32900000	1.690949651
1	32900001	33000000	2.177240297
1	33000001	33100000	2.24662681
1	33100001	33200000	nan
1	33200001	33300000	2.006423683
1	33300001	33400000	2.175265939
1	33400001	33500000	1.258634694
1	33500001	33600000	2.063187548
1	33600001	33700000	0.9871585934
1	33700001	33800000	1.008406652
1	33800001	33900000	2.911568511
1	33900001	34000000	1.494663937
1	34000001	34100000	1.715193628
1	34100001	34200000	2.009477156
1	34200001	34300000	2.406466933
1	34300001	34400000	2.297587873
1	34400001	34500000	2.926526427
1	34500001	34600000	1.878354739
1	34600001	34700000	1.94156803
1	34700001	34800000	2.160250241
1	34800001	34900000	2.072202742
1	34900001	35000000	1.858557658
1	35000001	35100000	2.460106698
1	35100001	35200000	2.148605221
1	35200001	35300000	2.076010643
1	35300001	35400000	1.586560177
1	35400001	35500000	1.932695872
1	35500001	35600000	1.835694513
1	35600001	35700000	nan
1	35700001	35800000	1.494674543
1	35800001	35900000	nan
1	35900001	36000000	2.470282201
1	36000001	36100000	1.179055437
1	36100001	36200000	1.772081617
1	36200001	36300000	1.827577011
1	36300001	36400000	1.463697409
1	36400001	36500000	1.882879684
1	36500001	36600000	1.130266515
1	36600001	36700000	1.707867839
1	36700001	36800000	1.883156028
1	36800001	36900000	2.559896095
1	36900001	37000000	1.30915719
1	37000001	37100000	1.784879349
1	37100001	37200000	2.453510255
1	37200001	37300000	1.86944395
1	37300001	37400000	1.803325855
1	37400001	37500000	2.132117301
1	37500001	37600000	2.348229667
1	37600001	37700000	1.51628636
1	37700001	37800000	2.140130529
1	37800001	37900000	2.36640507
1	37900001	38000000	1.343205345
1	38000001	38100000	1.840832775
1	38100001	38200000	1.178200179
1	38200001	38300000	2.713618735
1	38300001	38400000	2.918457529
1	38400001	38500000	2.504039714
1	38500001	38600000	1.459578262
1	38600001	38700000	3.402855205
1	38700001	38800000	1.899878876
1	38800001	38900000	3.014476773
1	38900001	39000000	1.883225283
1	39000001	39100000	2.417672688
1	39100001	39200000	3.342111468
1	39200001	39300000	1.931790639
1	39300001	39400000	1.321905321
1	39400001	39500000	1.802452466
1	39500001	39600000	2.641912298
1	39600001	39700000	2.129080926
1	39700001	39800000	2.461504675
1	39800001	39900000	3.107169759
1	39900001	40000000	1.564594963
1	40000001	40100000	2.651543196
1	40100001	40200000	1.403959106
1	40200001	40300000	1.203200278
1	40300001	40400000	2.034665983
1	40400001	40500000	1.539341892
1	40500001	40600000	3.299610323
1	40600001	40700000	1.663438215
1	40700001	40800000	1.363392701
1	40800001	40900000	2.222331286
1	40900001	41000000	2.146786427
1	41000001	41100000	1.909107002
1	41100001	41200000	2.352137246
1	41200001	41300000	1.376953609
1	41300001	41400000	nan
1	41400001	41500000	2.088682136
1	41500001	41600000	1.860487368
1	41600001	41700000	2.601771628
1	41700001	41800000	1.554394036
1	41800001	41900000	1.215055358
1	41900001	42000000	1.903325992
1	42000001	42100000	1.647574076
1	42100001	42200000	2.29314105
1	42200001	42300000	2.252529767
1	42300001	42400000	1.944801766
1	42400001	42500000	1.783903974
1	42500001	42600000	3.169363533
1	42600001	42700000	1.404772704
1	42700001	42800000	2.249882637
1	42800001	42900000	2.768174057
1	42900001	43000000	1.958734004
1	43000001	43100000	2.290640544
1	43100001	43200000	1.796191062
1	43200001	43300000	0.9947145393
1	43300001	43400000	1.756720043
1	43400001	43500000	1.664172578
1	43500001	43600000	1.710092187
1	43600001	43700000	1.598937297
1	43700001	43800000	1.495474136
1	43800001	43900000	1.685129943
1	43900001	44000000	1.995232157
1	44000001	44100000	1.859799209
1	44100001	44200000	1.651672028
1	44200001	44300000	3.339669924
1	44300001	44400000	0.9790572613
1	44400001	44500000	1.009832135
1	44500001	44600000	2.018999879
1	44600001	44700000	1.009776385
1	44700001	44800000	2.981018591
1	44800001	44900000	1.902595386
1	44900001	45000000	3.129971957
1	45000001	45100000	2.129298283
1	45100001	45200000	1.841937174
1	45200001	45300000	0.7073072778
1	45300001	45400000	1.570598185
1	45400001	45500000	1.535571283
1	45500001	45600000	2.05950698
1	45600001	45700000	2.639135675
1	45700001	45800000	1.309638468
1	45800001	45900000	1.744049594
1	45900001	46000000	1.249929488
1	46000001	46100000	nan
1	46100001	46200000	1.274192397
1	46200001	46300000	2.152625871
1	46300001	46400000	nan
1	46400001	46500000	1.243796736
1	46500001	46600000	1.552513782
1	46600001	46700000	1.183741564
1	46700001	46800000	1.66788639
1	46800001	46900000	1.508581628
1	46900001	47000000	1.679334786
1	47000001	47100000	2.051000368
1	47100001	47200000	2.653122641
1	47200001	47300000	1.86197485
1	47300001	47400000	2.128808809
1	47400001	47500000	1.193440533
1	47500001	47600000	2.253251062
1	47600001	47700000	1.238544636
1	47700001	47800000	2.354814263
1	47800001	47900000	nan
1	47900001	48000000	2.344125106
1	48000001	48100000	2.280448251
1	48100001	48200000	2.043314076
1	48200001	48300000	2.679184856
1	48300001	48400000	1.435665804
1	48400001	48500000	2.311968624
1	48500001	48600000	1.818752147
1	48600001	48700000	1.92867726
1	48700001	48800000	1.374942373
1	48800001	48900000	nan
1	48900001	49000000	3.040243141
1	49000001	49100000	2.310677924
1	49100001	49200000	2.379256358
1	49200001	49300000	2.372048625
1	49300001	49400000	2.752008449
1	49400001	49500000	1.567297153
1	49500001	49600000	2.901552066
1	49600001	49700000	2.255946882
1	49700001	49800000	nan
1	49800001	49900000	1.688341537
1	49900001	50000000	2.621467281
1	50000001	50100000	1.672048102
1	50100001	50200000	3.224248879
1	50200001	50300000	2.191103381
1	50300001	50400000	1.790055442
1	50400001	50500000	nan
1	50500001	50600000	2.556711667
1	50600001	50700000	4.31646955
1	50700001	50800000	1.855132437
1	50800001	50900000	1.406809092
1	50900001	51000000	0.9678379352
1	51000001	51100000	1.822009501
1	51100001	51200000	1.906010836
1	51200001	51300000	2.182389226
1	51300001	51400000	1.90696323
1	51400001	51500000	1.514288106
1	51500001	51600000	1.89757467
1	51600001	51700000	2.265295684
1	51700001	51800000	2.237177543
1	51800001	51900000	3.246924658
1	51900001	52000000	2.257337532
1	52000001	52100000	1.464846883
1	52100001	52200000	1.233435499
1	52200001	52300000	2.321855991
1	52300001	52400000	2.523175399
1	52400001	52500000	2.757652772
1	52500001	52600000	1.369242256
1	52600001	52700000	2.878301831
1	52700001	52800000	nan
1	52800001	52900000	2.142297098
1	52900001	53000000	3.101619996
1	53000001	53100000	nan
1	53100001	53200000	2.027899109
1	53200001	53300000	1.730910483
1	53300001	53400000	0.9114212886
1	53400001	53500000	3.328736354
1	53500001	53600000	1.743351218
1	53600001	53700000	1.40166431
1	53700001	53800000	2.685494056
1	53800001	53900000	2.192888908
1	53900001	54000000	1.483808538
1	54000001	54100000	1.780201065
1	54100001	54200000	2.540964212
1	54200001	54300000	2.952097135
1	54300001	54400000	1.984828525
1	54400001	54500000	0.7189488891
1	54500001	54600000	1.882904685
1	54600001	54700000	1.502918134
1	54700001	54800000	1.316002621
1	54800001	54900000	1.600466577
1	54900001	55000000	2.657921598
1	55000001	55100000	1.3367335
1	55100001	55200000	1.751912155
1	55200001	55300000	1.615634261
1	55300001	55400000	2.265503049
1	55400001	55500000	0.7748539905
1	55500001	55600000	1.227660878
1	55600001	55700000	3.340310868
1	55700001	55800000	3.179987878
1	55800001	55900000	2.252455433
1	55900001	56000000	2.09305802
1	56000001	56100000	2.701195014
1	56100001	56200000	1.95938729
1	56200001	56300000	2.585943852
1	56300001	56400000	3.414894447
1	56400001	56500000	2.81223972
1	56500001	56600000	2.052565692
1	56600001	56700000	3.768867481
1	56700001	56800000	2.813673541
1	56800001	56900000	2.936288371
1	56900001	57000000	1.819067802
1	57000001	57100000	1.331987003
1	57100001	57200000	3.069339044
1	57200001	57300000	1.982497528
1	57300001	57400000	1.783557224
1	57400001	57500000	2.283862506
1	57500001	57600000	2.704489914
1	57600001	57700000	2.338340555
1	57700001	57800000	2.508880903
1	57800001	57900000	2.083581385
1	57900001	58000000	2.372537463
1	58000001	58100000	2.535567184
1	58100001	58200000	1.643157293
1	58200001	58300000	4.476232298
1	58300001	58400000	1.9960713
1	58400001	58500000	2.656128491
1	58500001	58600000	2.662177539
1	58600001	58700000	2.1814797
1	58700001	58800000	2.85394688
1	58800001	58900000	2.135170559
1	58900001	59000000	2.10067571
1	59000001	59100000	1.810672186
1	59100001	59200000	1.755216777
1	59200001	59300000	2.322854241
1	59300001	59400000	2.974202775
1	59400001	59500000	2.312979455
1	59500001	59600000	1.785587415
1	59600001	59700000	2.577993133
1	59700001	59800000	2.459861765
1	59800001	59900000	2.563005523
1	59900001	60000000	2.609431087
1	60000001	60100000	3.26417821
1	60100001	60200000	1.866293361
1	60200001	60300000	2.649778494
1	60300001	60400000	3.163632811
1	60400001	60500000	1.748850687
1	60500001	60600000	1.246065014
1	60600001	60700000	2.338061176
1	60700001	60800000	1.37757501
1	60800001	60900000	1.583391939
1	60900001	61000000	1.46894135
1	61000001	61100000	1.646143883
1	61100001	61200000	0.7697276999
1	61200001	61300000	1.233306427
1	61300001	61400000	2.124141704
1	61400001	61500000	2.92311682
1	61500001	61600000	4.1421949
1	61600001	61700000	1.927413932
1	61700001	61800000	3.227823377
1	61800001	61900000	1.850394657
1	61900001	62000000	2.034849416
1	62000001	62100000	1.025690686
1	62100001	62200000	1.929426466
1	62200001	62300000	3.088325231
1	62300001	62400000	3.07218372
1	62400001	62500000	2.867406939
1	62500001	62600000	2.290254466
1	62600001	62700000	1.508480573
1	62700001	62800000	1.707167543
1	62800001	62900000	2.073426147
1	62900001	63000000	2.27779983
1	63000001	63100000	1.136176925
1	63100001	63200000	nan
1	63200001	63300000	2.71104748
1	63300001	63400000	2.232429412
1	63400001	63500000	3.399754589
1	63500001	63600000	2.792178283
1	63600001	63700000	2.58709398
1	63700001	63800000	2.643498213
1	63800001	63900000	3.502322042
1	63900001	64000000	2.603871217
1	64000001	64100000	2.007164901
1	64100001	64200000	2.036590235
1	64200001	64300000	2.85707445
1	64300001	64400000	2.128769592
1	64400001	64500000	2.464866219
1	64500001	64600000	2.084968836
1	64600001	64700000	2.93633373
1	64700001	64800000	2.416116739
1	64800001	64900000	1.905541982
1	64900001	65000000	2.283736676
1	65000001	65100000	3.204163458
1	65100001	65200000	2.426657326
1	65200001	65300000	2.277928844
1	65300001	65400000	1.962129977
1	65400001	65500000	1.713680616
1	65500001	65600000	2.465664996
1	65600001	65700000	1.921665163
1	65700001	65800000	2.327448705
1	65800001	65900000	1.749669889
1	65900001	66000000	2.850487721
1	66000001	66100000	2.117795649
1	66100001	66200000	1.778379058
1	66200001	66300000	2.256948499
1	66300001	66400000	3.634527492
1	66400001	66500000	2.080219638
1	66500001	66600000	2.831312474
1	66600001	66700000	nan
1	66700001	66800000	0.8588722511
1	66800001	66900000	1.688027265
1	66900001	67000000	1.403063022
1	67000001	67100000	3.292572201
1	67100001	67200000	1.621973907
1	67200001	67300000	2.132047207
1	67300001	67400000	1.803528941
1	67400001	67500000	2.085199209
1	67500001	67600000	2.462167393
1	67600001	67700000	1.709785652
1	67700001	67800000	nan
1	67800001	67900000	1.855991985
1	67900001	68000000	1.684818705
1	68000001	68100000	2.133037091
1	68100001	68200000	2.84353839
1	68200001	68300000	2.247112141
1	68300001	68400000	2.308461558
1	68400001	68500000	2.807574882
1	68500001	68600000	2.188937613
1	68600001	68700000	1.697869038
1	68700001	68800000	2.017157936
1	68800001	68900000	1.856538114
1	68900001	69000000	2.560097717
1	69000001	69100000	2.097969102
1	69100001	69200000	0.9385234277
1	69200001	69300000	nan
1	69300001	69400000	1.808005577
1	69400001	69500000	1.871800312
1	69500001	69600000	1.845687121
1	69600001	69700000	2.762541243
1	69700001	69800000	1.192899485
1	69800001	69900000	1.919898267
1	69900001	70000000	nan
1	70000001	70100000	3.399232669
1	70100001	70200000	nan
1	70200001	70300000	1.735364018
1	70300001	70400000	1.90522285
1	70400001	70500000	2.301223773
1	70500001	70600000	2.558002452
1	70600001	70700000	1.928129018
1	70700001	70800000	2.653653347
1	70800001	70900000	2.002061572
1	70900001	71000000	nan
1	71000001	71100000	2.016921106
1	71100001	71200000	2.743713682
1	71200001	71300000	1.718652053
1	71300001	71400000	1.328103578
1	71400001	71500000	1.935766765
1	71500001	71600000	2.904207366
1	71600001	71700000	3.989911043
1	71700001	71800000	3.045742049
1	71800001	71900000	2.821469259
1	71900001	72000000	3.068784257
1	72000001	72100000	1.75743784
1	72100001	72200000	2.618708878
1	72200001	72300000	1.84109109
1	72300001	72400000	nan
1	72400001	72500000	1.38803165
1	72500001	72600000	2.714907467
1	72600001	72700000	nan
1	72700001	72800000	2.548999701
1	72800001	72900000	2.56560569
1	72900001	73000000	1.880004339
1	73000001	73100000	3.641708608
1	73100001	73200000	2.203685151
1	73200001	73300000	2.22410581
1	73300001	73400000	1.843662811
1	73400001	73500000	1.122039778
1	73500001	73600000	3.19742162
1	73600001	73700000	2.596232196
1	73700001	73800000	1.536942629
1	73800001	73900000	nan
1	73900001	74000000	1.948448058
1	74000001	74100000	1.934657342
1	74100001	74200000	1.475119207
1	74200001	74300000	2.17789713
1	74300001	74400000	1.220839148
1	74400001	74500000	3.3778013
1	74500001	74600000	1.303477881
1	74600001	74700000	1.053106002
1	74700001	74800000	1.322166076
1	74800001	74900000	nan
1	74900001	75000000	nan
1	75000001	75100000	2.637473635
1	75100001	75200000	nan
1	75200001	75300000	1.091434758
1	75300001	75400000	nan
1	75400001	75500000	3.470256184
1	75500001	75600000	2.271253856
1	75600001	75700000	1.741164777
1	75700001	75800000	1.401834708
1	75800001	75900000	2.594470287
1	75900001	76000000	2.088332561
1	76000001	76100000	nan
1	76100001	76200000	nan
1	76200001	76300000	1.936994651
1	76300001	76400000	2.311342061
1	76400001	76500000	2.356243823
1	76500001	76600000	2.606445668
1	76600001	76700000	2.912791865
1	76700001	76800000	1.582519805
1	76800001	76900000	2.903311417
1	76900001	77000000	2.454479331
1	77000001	77100000	1.975462922
1	77100001	77200000	3.914344121
1	77200001	77300000	1.757773887
1	77300001	77400000	1.863479382
1	77400001	77500000	1.833056819
1	77500001	77600000	2.213833097
1	77600001	77700000	3.1528348
1	77700001	77800000	1.844826814
1	77800001	77900000	2.284424793
1	77900001	78000000	2.350183694
1	78000001	78100000	2.424590289
1	78100001	78200000	1.861150884
1	78200001	78300000	1.961878475
1	78300001	78400000	3.085900977
1	78400001	78500000	nan
1	78500001	78600000	1.430698052
1	78600001	78700000	2.86881819
1	78700001	78800000	nan
1	78800001	78900000	2.714368113
1	78900001	79000000	1.390096331
1	79000001	79100000	2.271157148
1	79100001	79200000	2.284083375
1	79200001	79300000	1.504693623
1	79300001	79400000	nan
1	79400001	79500000	3.020095569
1	79500001	79600000	1.69595841
1	79600001	79700000	2.599777501
1	79700001	79800000	1.965241188
1	79800001	79900000	2.194049254
1	79900001	80000000	1.347512727
1	80000001	80100000	3.817820861
1	80100001	80200000	3.28949947
1	80200001	80300000	2.167975284
1	80300001	80400000	nan
1	80400001	80500000	1.639293392
1	80500001	80600000	2.545261011
1	80600001	80700000	2.119962933
1	80700001	80800000	1.289236346
1	80800001	80900000	1.783497556
1	80900001	81000000	3.680335891
1	81000001	81100000	1.648160995
1	81100001	81200000	1.299137126
1	81200001	81300000	0.7158113949
1	81300001	81400000	1.850211934
1	81400001	81500000	2.581079603
1	81500001	81600000	1.960864522
1	81600001	81700000	2.02029253
1	81700001	81800000	2.849570671
1	81800001	81900000	2.39661937
1	81900001	82000000	2.380617081
1	82000001	82100000	nan
1	82100001	82200000	0.9245359024
1	82200001	82300000	1.602435848
1	82300001	82400000	1.889355966
1	82400001	82500000	2.474457883
1	82500001	82600000	2.916520008
1	82600001	82700000	1.942320514
1	82700001	82800000	1.931217703
1	82800001	82900000	2.706950294
1	82900001	83000000	1.544206872
1	83000001	83100000	1.474491257
1	83100001	83200000	2.208806744
1	83200001	83300000	0.7563400171
1	83300001	83400000	2.363025204
1	83400001	83500000	1.677249345
1	83500001	83600000	1.663165207
1	83600001	83700000	nan
1	83700001	83800000	nan
1	83800001	83900000	nan
1	83900001	84000000	1.640021388
1	84000001	84100000	2.702508949
1	84100001	84200000	2.362941076
1	84200001	84300000	1.868210868
1	84300001	84400000	2.683366203
1	84400001	84500000	1.987049081
1	84500001	84600000	2.39958482
1	84600001	84700000	3.245070451
1	84700001	84800000	2.026937426
1	84800001	84900000	2.488257869
1	84900001	85000000	2.123325248
1	85000001	85100000	1.290878811
1	85100001	85200000	1.620243067
1	85200001	85300000	2.487304758
1	85300001	85400000	1.711107189
1	85400001	85500000	1.648234255
1	85500001	85600000	2.31291098
1	85600001	85700000	2.040098702
1	85700001	85800000	1.479368661
1	85800001	85900000	2.285545992
1	85900001	86000000	1.886121758
1	86000001	86100000	1.747484907
1	86100001	86200000	1.805090263
1	86200001	86300000	2.365758739
1	86300001	86400000	1.859046983
1	86400001	86500000	2.779319862
1	86500001	86600000	3.144824287
1	86600001	86700000	1.783153744
1	86700001	86800000	1.638969854
1	86800001	86900000	nan
1	86900001	87000000	1.689905942
1	87000001	87100000	1.499339256
1	87100001	87200000	2.042317237
1	87200001	87300000	2.308710292
1	87300001	87400000	2.0386068
1	87400001	87500000	1.74272487
1	87500001	87600000	2.187104291
1	87600001	87700000	1.684475271
1	87700001	87800000	2.209111145
1	87800001	87900000	1.853296486
1	87900001	88000000	2.126187967
1	88000001	88100000	1.720496488
1	88100001	88200000	1.642235297
1	88200001	88300000	3.141033801
