Chromosome	Start	End	Copy Number
1	8200001	8300000	nan
1	8300001	8400000	2.530502686
1	8400001	8500000	2.278763363
1	8500001	8600000	3.254508003
1	8600001	8700000	2.028509789
1	8700001	8800000	2.070436312
1	8800001	8900000	nan
1	8900001	9000000	2.349033368
1	9000001	9100000	1.911926808
1	9100001	9200000	1.711839694
1	9200001	9300000	2.744139373
1	9300001	9400000	2.607734391
1	9400001	9500000	2.490295185
1	9500001	9600000	1.975297977
1	9600001	9700000	1.609287833
1	9700001	9800000	2.743244208
1	9800001	9900000	2.502265447
1	9900001	10000000	2.333718738
1	10000001	10100000	1.849144578
1	10100001	10200000	2.731594414
1	10200001	10300000	1.285958172
1	10300001	10400000	2.18627885
1	10400001	10500000	2.321332877
1	10500001	10600000	2.338689457
1	10600001	10700000	2.493837682
1	10700001	10800000	2.672654719
1	10800001	10900000	2.901665794
1	10900001	11000000	2.684395807
1	11000001	11100000	2.211001416
1	11100001	11200000	1.894057838
1	11200001	11300000	2.506291868
1	11300001	11400000	1.2674458
1	11400001	11500000	2.686263284
1	11500001	11600000	2.49974851
1	11600001	11700000	2.071100451
1	11700001	11800000	1.921700252
1	11800001	11900000	2.283728033
1	11900001	12000000	2.381040916
1	12000001	12100000	2.999883282
1	12100001	12200000	1.492126013
1	12200001	12300000	2.663149006
1	12300001	12400000	1.801744289
1	12400001	12500000	2.063052066
1	12500001	12600000	1.416076185
1	12600001	12700000	2.441503281
1	12700001	12800000	1.901004966
1	12800001	12900000	3.112253284
1	12900001	13000000	1.240532587
1	13000001	13100000	nan
1	13100001	13200000	nan
1	13200001	13300000	nan
1	13300001	13400000	nan
1	13400001	13500000	nan
1	13500001	13600000	nan
1	13600001	13700000	nan
1	13700001	13800000	nan
1	13800001	13900000	2.284659991
1	13900001	14000000	1.87652366
1	14000001	14100000	3.183033479
1	14100001	14200000	1.945241742
1	14200001	14300000	1.723459514
1	14300001	14400000	2.187530785
1	14400001	14500000	2.729178554
1	14500001	14600000	3.921315696
1	14600001	14700000	2.159661489
1	14700001	14800000	2.006311364
1	14800001	14900000	2.234569972
1	14900001	15000000	2.322824715
1	15000001	15100000	2.134265016
1	15100001	15200000	2.361417435
1	15200001	15300000	2.2773823
1	15300001	15400000	2.24702795
1	15400001	15500000	2.079897123
1	15500001	15600000	2.358372144
1	15600001	15700000	2.210560504
1	15700001	15800000	2.119405336
1	15800001	15900000	2.319470892
1	15900001	16000000	2.241830526
1	16000001	16100000	2.384585
1	16100001	16200000	1.741201181
1	16200001	16300000	2.436237018
1	16300001	16400000	2.696109011
1	16400001	16500000	1.754842143
1	16500001	16600000	1.281393294
1	16600001	16700000	3.831260603
1	16700001	16800000	2.046363969
1	16800001	16900000	2.55206667
1	16900001	17000000	1.906132823
1	17000001	17100000	2.257696991
1	17100001	17200000	2.021898045
1	17200001	17300000	1.764615998
1	17300001	17400000	2.185125492
1	17400001	17500000	2.819619592
1	17500001	17600000	2.869879868
1	17600001	17700000	2.064422351
1	17700001	17800000	1.720598013
1	17800001	17900000	1.648199329
1	17900001	18000000	2.424326568
1	18000001	18100000	2.527894065
1	18100001	18200000	3.260446068
1	18200001	18300000	2.733006193
1	18300001	18400000	2.440292325
1	18400001	18500000	2.382831769
1	18500001	18600000	2.400818616
1	18600001	18700000	2.614871617
1	18700001	18800000	2.534017077
1	18800001	18900000	2.20140186
1	18900001	19000000	2.282292842
1	19000001	19100000	2.140175491
1	19100001	19200000	2.584048368
1	19200001	19300000	1.848206304
1	19300001	19400000	2.674606262
1	19400001	19500000	2.19817236
1	19500001	19600000	2.411494343
1	19600001	19700000	1.654590662
1	19700001	19800000	2.53139256
1	19800001	19900000	1.753201609
1	19900001	20000000	1.280367705
1	20000001	20100000	2.397658688
1	20100001	20200000	2.576291852
1	20200001	20300000	2.729650337
1	20300001	20400000	1.65771924
1	20400001	20500000	1.708453627
1	20500001	20600000	2.874864618
1	20600001	20700000	2.598857889
1	20700001	20800000	2.687734852
1	20800001	20900000	1.935386268
1	20900001	21000000	2.773993056
1	21000001	21100000	1.416607009
1	21100001	21200000	2.684527413
1	21200001	21300000	2.745966495
1	21300001	21400000	2.064907819
1	21400001	21500000	1.891943016
1	21500001	21600000	2.116559788
1	21600001	21700000	1.909939443
1	21700001	21800000	1.844122415
1	21800001	21900000	2.526412662
1	21900001	22000000	2.256389413
1	22000001	22100000	1.980743831
1	22100001	22200000	2.915622376
1	22200001	22300000	3.464103996
1	22300001	22400000	2.533951261
1	22400001	22500000	1.110365384
1	22500001	22600000	2.17093477
1	22600001	22700000	2.51425574
1	22700001	22800000	2.377092639
1	22800001	22900000	1.809940807
1	22900001	23000000	1.628643608
1	23000001	23100000	1.840787489
1	23100001	23200000	3.221772453
1	23200001	23300000	2.8498702
1	23300001	23400000	2.172446183
1	23400001	23500000	1.978430147
1	23500001	23600000	2.73310781
1	23600001	23700000	2.345877319
1	23700001	23800000	1.989270775
1	23800001	23900000	2.000850177
1	23900001	24000000	1.658196545
1	24000001	24100000	3.110715379
1	24100001	24200000	1.651101866
1	24200001	24300000	nan
1	24300001	24400000	1.851233885
1	24400001	24500000	2.020278149
1	24500001	24600000	2.156259204
1	24600001	24700000	2.483794669
1	24700001	24800000	2.726689158
1	24800001	24900000	2.186956234
1	24900001	25000000	3.122141332
1	25000001	25100000	2.092258857
1	25100001	25200000	2.411524715
1	25200001	25300000	1.722904088
1	25300001	25400000	2.716837116
1	25400001	25500000	2.757201232
1	25500001	25600000	1.772903635
1	25600001	25700000	2.027382697
1	25700001	25800000	2.446962813
1	25800001	25900000	1.706791271
1	25900001	26000000	2.264204077
1	26000001	26100000	1.788527164
1	26100001	26200000	2.863519401
1	26200001	26300000	2.178551794
1	26300001	26400000	1.963908245
1	26400001	26500000	1.913447602
1	26500001	26600000	2.18863916
1	26600001	26700000	2.352328747
1	26700001	26800000	1.468713441
1	26800001	26900000	2.149373339
1	26900001	27000000	2.096082963
1	27000001	27100000	nan
1	27100001	27200000	2.614380575
1	27200001	27300000	1.237844003
1	27300001	27400000	1.478102615
1	27400001	27500000	2.543980445
1	27500001	27600000	2.333040279
1	27600001	27700000	1.983434488
1	27700001	27800000	2.01903286
1	27800001	27900000	1.635412634
1	27900001	28000000	1.959469434
1	28000001	28100000	1.553589424
1	28100001	28200000	2.66609023
1	28200001	28300000	3.645435711
1	28300001	28400000	2.228433232
1	28400001	28500000	1.736990373
1	28500001	28600000	2.188114097
1	28600001	28700000	1.457972627
1	28700001	28800000	1.718138828
1	28800001	28900000	1.987829094
1	28900001	29000000	2.073722051
1	29000001	29100000	2.061387317
1	29100001	29200000	2.603971639
1	29200001	29300000	2.227057352
1	29300001	29400000	1.175495133
1	29400001	29500000	1.565909683
1	29500001	29600000	2.357553104
1	29600001	29700000	2.808463537
1	29700001	29800000	2.127892629
1	29800001	29900000	2.827138111
1	29900001	30000000	nan
1	30000001	30100000	2.601588368
1	30100001	30200000	2.60758643
1	30200001	30300000	2.57032347
1	30300001	30400000	2.574181144
1	30400001	30500000	2.637686589
1	30500001	30600000	3.682240875
1	30600001	30700000	2.477176086
1	30700001	30800000	2.102310317
1	30800001	30900000	2.29604689
1	30900001	31000000	2.226026764
1	31000001	31100000	2.883503627
1	31100001	31200000	1.794659153
1	31200001	31300000	2.001681247
1	31300001	31400000	2.151545992
1	31400001	31500000	2.37204518
1	31500001	31600000	nan
1	31600001	31700000	2.61704963
1	31700001	31800000	2.197475914
1	31800001	31900000	1.564469373
1	31900001	32000000	2.036449674
1	32000001	32100000	2.056074377
1	32100001	32200000	2.733104282
1	32200001	32300000	1.798522463
1	32300001	32400000	2.796754051
1	32400001	32500000	2.506881148
1	32500001	32600000	2.295813331
1	32600001	32700000	2.90409396
1	32700001	32800000	3.670628401
1	32800001	32900000	1.851778054
1	32900001	33000000	2.796313476
1	33000001	33100000	2.439558834
1	33100001	33200000	nan
1	33200001	33300000	1.416510394
1	33300001	33400000	1.784221232
1	33400001	33500000	1.611959621
1	33500001	33600000	2.611140215
1	33600001	33700000	2.585610652
1	33700001	33800000	1.877801395
1	33800001	33900000	2.215239735
1	33900001	34000000	2.1051874
1	34000001	34100000	2.945952039
1	34100001	34200000	2.676288938
1	34200001	34300000	2.854313925
1	34300001	34400000	1.858740345
1	34400001	34500000	2.97763789
1	34500001	34600000	2.069996435
1	34600001	34700000	1.762738313
1	34700001	34800000	2.423910372
1	34800001	34900000	2.610094242
1	34900001	35000000	2.232288807
1	35000001	35100000	2.409365369
1	35100001	35200000	2.648896704
1	35200001	35300000	1.948599405
1	35300001	35400000	2.43864577
1	35400001	35500000	2.106611907
1	35500001	35600000	1.855734857
1	35600001	35700000	nan
1	35700001	35800000	2.103134957
1	35800001	35900000	nan
1	35900001	36000000	2.294902196
1	36000001	36100000	1.64416665
1	36100001	36200000	1.552930196
1	36200001	36300000	1.568061687
1	36300001	36400000	1.110335391
1	36400001	36500000	2.214576801
1	36500001	36600000	2.90489729
1	36600001	36700000	2.406994449
1	36700001	36800000	1.747642816
1	36800001	36900000	2.889802422
1	36900001	37000000	2.580314857
1	37000001	37100000	2.279954081
1	37100001	37200000	2.90077303
1	37200001	37300000	2.535635388
1	37300001	37400000	2.739198718
1	37400001	37500000	1.943504226
1	37500001	37600000	2.567190714
1	37600001	37700000	1.845085609
1	37700001	37800000	2.490306212
1	37800001	37900000	2.154703811
1	37900001	38000000	2.619130552
1	38000001	38100000	1.599986496
1	38100001	38200000	1.98952266
1	38200001	38300000	2.010525593
1	38300001	38400000	3.354923407
1	38400001	38500000	1.618723036
1	38500001	38600000	1.539990282
1	38600001	38700000	2.639565045
1	38700001	38800000	2.864551945
1	38800001	38900000	1.708389627
1	38900001	39000000	2.115546089
1	39000001	39100000	1.895057148
1	39100001	39200000	2.700025019
1	39200001	39300000	2.74439901
1	39300001	39400000	2.174630079
1	39400001	39500000	3.349873832
1	39500001	39600000	2.873840861
1	39600001	39700000	2.143420419
1	39700001	39800000	1.584042155
1	39800001	39900000	1.998614512
1	39900001	40000000	2.038077539
1	40000001	40100000	2.345276265
1	40100001	40200000	3.191900605
1	40200001	40300000	1.484910059
1	40300001	40400000	2.616380399
1	40400001	40500000	2.012902785
1	40500001	40600000	2.736885795
1	40600001	40700000	1.404632803
1	40700001	40800000	1.864261792
1	40800001	40900000	1.537601494
1	40900001	41000000	2.787068445
1	41000001	41100000	1.634413341
1	41100001	41200000	2.37743587
1	41200001	41300000	2.281814098
1	41300001	41400000	nan
1	41400001	41500000	2.781617471
1	41500001	41600000	2.195059839
1	41600001	41700000	2.297118386
1	41700001	41800000	2.55969136
1	41800001	41900000	2.477065058
1	41900001	42000000	2.236018481
1	42000001	42100000	2.378642274
1	42100001	42200000	2.204471935
1	42200001	42300000	2.380086386
1	42300001	42400000	1.922076475
1	42400001	42500000	2.518818068
1	42500001	42600000	2.115379943
1	42600001	42700000	2.473724343
1	42700001	42800000	2.769770426
1	42800001	42900000	2.85555808
1	42900001	43000000	1.523610092
1	43000001	43100000	2.234734355
1	43100001	43200000	1.873083084
1	43200001	43300000	1.95271302
1	43300001	43400000	1.99403115
1	43400001	43500000	2.377523157
1	43500001	43600000	2.766617592
1	43600001	43700000	2.028305475
1	43700001	43800000	2.561277629
1	43800001	43900000	2.162098636
1	43900001	44000000	2.229226758
1	44000001	44100000	2.218383134
1	44100001	44200000	2.173109758
1	44200001	44300000	3.591552284
1	44300001	44400000	2.831630818
1	44400001	44500000	2.003610967
1	44500001	44600000	2.365709798
1	44600001	44700000	2.431693943
1	44700001	44800000	3.10740553
1	44800001	44900000	2.306923322
1	44900001	45000000	2.132172313
1	45000001	45100000	1.871367494
1	45100001	45200000	2.23995523
1	45200001	45300000	2.016608026
1	45300001	45400000	2.033191599
1	45400001	45500000	2.180285256
1	45500001	45600000	2.869190704
1	45600001	45700000	2.070662495
1	45700001	45800000	1.862850441
1	45800001	45900000	2.706597792
1	45900001	46000000	2.111152455
1	46000001	46100000	nan
1	46100001	46200000	2.585596572
1	46200001	46300000	2.075602838
1	46300001	46400000	nan
1	46400001	46500000	1.95042256
1	46500001	46600000	2.181247512
1	46600001	46700000	2.594513805
1	46700001	46800000	1.951081168
1	46800001	46900000	2.790230776
1	46900001	47000000	2.789603414
1	47000001	47100000	2.710675638
1	47100001	47200000	1.858351912
1	47200001	47300000	1.90181224
1	47300001	47400000	2.59514238
1	47400001	47500000	3.19564695
1	47500001	47600000	1.565114368
1	47600001	47700000	1.860406309
1	47700001	47800000	2.770787021
1	47800001	47900000	nan
1	47900001	48000000	2.843761357
1	48000001	48100000	2.080408409
1	48100001	48200000	2.39514662
1	48200001	48300000	2.199864636
1	48300001	48400000	2.318439081
1	48400001	48500000	2.676918474
1	48500001	48600000	2.03823464
1	48600001	48700000	2.76836225
1	48700001	48800000	1.770998733
1	48800001	48900000	nan
1	48900001	49000000	1.911280597
1	49000001	49100000	2.515751986
1	49100001	49200000	2.348147052
1	49200001	49300000	2.834450545
1	49300001	49400000	2.627029528
1	49400001	49500000	2.090858758
1	49500001	49600000	2.696177808
1	49600001	49700000	2.393637789
1	49700001	49800000	nan
1	49800001	49900000	1.579756648
1	49900001	50000000	1.887910649
1	50000001	50100000	1.38396503
1	50100001	50200000	2.39057337
1	50200001	50300000	2.136229729
1	50300001	50400000	1.739189636
1	50400001	50500000	nan
1	50500001	50600000	1.81958655
1	50600001	50700000	3.000368024
1	50700001	50800000	2.520190442
1	50800001	50900000	2.67270855
1	50900001	51000000	1.57929557
1	51000001	51100000	2.473705598
1	51100001	51200000	1.338561527
1	51200001	51300000	2.989935258
1	51300001	51400000	1.591304626
1	51400001	51500000	1.878149605
1	51500001	51600000	2.68501152
1	51600001	51700000	2.363746893
1	51700001	51800000	2.644886433
1	51800001	51900000	2.33094474
1	51900001	52000000	3.050340348
1	52000001	52100000	2.030149112
1	52100001	52200000	2.695869665
1	52200001	52300000	1.734880006
1	52300001	52400000	2.407718218
1	52400001	52500000	2.177594443
1	52500001	52600000	1.382007784
1	52600001	52700000	1.812047658
1	52700001	52800000	nan
1	52800001	52900000	2.317377424
1	52900001	53000000	3.192669263
1	53000001	53100000	nan
1	53100001	53200000	3.043393627
1	53200001	53300000	0.8988737435
1	53300001	53400000	1.155518253
1	53400001	53500000	2.165470475
1	53500001	53600000	2.325747571
1	53600001	53700000	2.278791165
1	53700001	53800000	2.260220377
1	53800001	53900000	2.260824993
1	53900001	54000000	3.071575814
1	54000001	54100000	2.41549412
1	54100001	54200000	2.594729956
1	54200001	54300000	2.839893121
1	54300001	54400000	2.160616167
1	54400001	54500000	1.643568819
1	54500001	54600000	2.172496423
1	54600001	54700000	2.19959131
1	54700001	54800000	2.088032811
1	54800001	54900000	2.232557983
1	54900001	55000000	2.899032582
1	55000001	55100000	2.203610642
1	55100001	55200000	1.918156366
1	55200001	55300000	1.592459406
1	55300001	55400000	2.070754885
1	55400001	55500000	2.66700737
1	55500001	55600000	3.035862397
1	55600001	55700000	2.370596374
1	55700001	55800000	3.357409362
1	55800001	55900000	1.800905953
1	55900001	56000000	1.5437619
1	56000001	56100000	1.750192759
1	56100001	56200000	1.028932663
1	56200001	56300000	1.887193681
1	56300001	56400000	1.999013013
1	56400001	56500000	1.922294082
1	56500001	56600000	2.019640753
1	56600001	56700000	2.949388806
1	56700001	56800000	2.899408569
1	56800001	56900000	2.482862361
1	56900001	57000000	2.524822887
1	57000001	57100000	3.227229887
1	57100001	57200000	1.39293516
1	57200001	57300000	1.716579298
1	57300001	57400000	2.312676673
1	57400001	57500000	2.02894424
1	57500001	57600000	2.007398268
1	57600001	57700000	2.203254978
1	57700001	57800000	3.009470508
1	57800001	57900000	2.039668874
1	57900001	58000000	2.897044035
1	58000001	58100000	4.195164026
1	58100001	58200000	1.719492025
1	58200001	58300000	2.372188488
1	58300001	58400000	2.288353603
1	58400001	58500000	2.633891871
1	58500001	58600000	1.980844343
1	58600001	58700000	2.11191005
1	58700001	58800000	2.448563301
1	58800001	58900000	2.072961275
1	58900001	59000000	2.204948559
1	59000001	59100000	3.258915887
1	59100001	59200000	3.879114055
1	59200001	59300000	2.704628017
1	59300001	59400000	2.983015864
1	59400001	59500000	2.567081641
1	59500001	59600000	1.883971091
1	59600001	59700000	2.470022483
1	59700001	59800000	2.148976815
1	59800001	59900000	1.766959472
1	59900001	60000000	1.718798649
1	60000001	60100000	1.718829564
1	60100001	60200000	1.887617505
1	60200001	60300000	1.902092625
1	60300001	60400000	2.157341524
1	60400001	60500000	1.919280947
1	60500001	60600000	2.208072245
1	60600001	60700000	2.588569082
1	60700001	60800000	1.643873933
1	60800001	60900000	1.806730939
1	60900001	61000000	2.199552881
1	61000001	61100000	1.190263631
1	61100001	61200000	0.9575873968
1	61200001	61300000	1.903668562
1	61300001	61400000	2.037042826
1	61400001	61500000	0.8521582294
1	61500001	61600000	1.951277087
1	61600001	61700000	2.42150419
1	61700001	61800000	1.417865182
1	61800001	61900000	3.121277835
1	61900001	62000000	1.650317178
1	62000001	62100000	1.635450191
1	62100001	62200000	1.895600949
1	62200001	62300000	1.866756142
1	62300001	62400000	2.5019898
1	62400001	62500000	1.516536906
1	62500001	62600000	2.093984667
1	62600001	62700000	2.84614123
1	62700001	62800000	2.035829482
1	62800001	62900000	3.41908757
1	62900001	63000000	2.490256616
1	63000001	63100000	2.885843398
1	63100001	63200000	nan
1	63200001	63300000	2.326239436
1	63300001	63400000	2.113674128
1	63400001	63500000	3.078025836
1	63500001	63600000	1.865736203
1	63600001	63700000	2.303463339
1	63700001	63800000	2.379730052
1	63800001	63900000	1.968127097
1	63900001	64000000	2.141408399
1	64000001	64100000	2.086309884
1	64100001	64200000	2.520482319
1	64200001	64300000	2.870603499
1	64300001	64400000	2.087832788
1	64400001	64500000	2.416041381
1	64500001	64600000	2.277374603
1	64600001	64700000	2.918371701
1	64700001	64800000	2.144914711
1	64800001	64900000	2.136698913
1	64900001	65000000	1.930898103
1	65000001	65100000	1.476858675
1	65100001	65200000	2.642994137
1	65200001	65300000	2.897291224
1	65300001	65400000	1.792634277
1	65400001	65500000	2.228288167
1	65500001	65600000	1.71403966
1	65600001	65700000	1.842830621
1	65700001	65800000	1.897025903
1	65800001	65900000	2.309608567
1	65900001	66000000	1.81501577
1	66000001	66100000	4.143346822
1	66100001	66200000	1.827014931
1	66200001	66300000	3.010002984
1	66300001	66400000	1.387221303
1	66400001	66500000	0.8568898299
1	66500001	66600000	2.39092797
1	66600001	66700000	nan
1	66700001	66800000	1.332288846
1	66800001	66900000	1.995486069
1	66900001	67000000	1.881835642
1	67000001	67100000	2.183989916
1	67100001	67200000	1.547538788
1	67200001	67300000	2.670248736
1	67300001	67400000	1.490414647
1	67400001	67500000	1.994166805
1	67500001	67600000	1.993075465
1	67600001	67700000	2.687430066
1	67700001	67800000	nan
1	67800001	67900000	2.315266687
1	67900001	68000000	2.479552726
1	68000001	68100000	2.776222421
1	68100001	68200000	1.564859
1	68200001	68300000	2.550768912
1	68300001	68400000	2.251161966
1	68400001	68500000	1.857677901
1	68500001	68600000	2.035315365
1	68600001	68700000	2.251087281
1	68700001	68800000	1.621591018
1	68800001	68900000	1.923693168
1	68900001	69000000	1.837483643
1	69000001	69100000	1.80496862
1	69100001	69200000	1.325024465
1	69200001	69300000	nan
1	69300001	69400000	2.140238501
1	69400001	69500000	1.278743173
1	69500001	69600000	1.349523102
1	69600001	69700000	2.117620667
1	69700001	69800000	2.039722743
1	69800001	69900000	1.011801701
1	69900001	70000000	nan
1	70000001	70100000	1.926122298
1	70100001	70200000	nan
1	70200001	70300000	1.252586984
1	70300001	70400000	2.171809605
1	70400001	70500000	2.247472552
1	70500001	70600000	2.364788748
1	70600001	70700000	1.709223373
1	70700001	70800000	2.855261766
1	70800001	70900000	1.672285207
1	70900001	71000000	nan
1	71000001	71100000	2.498450074
1	71100001	71200000	2.279601661
1	71200001	71300000	1.947513305
1	71300001	71400000	2.44963092
1	71400001	71500000	3.408424225
1	71500001	71600000	1.85240331
1	71600001	71700000	1.634303529
1	71700001	71800000	1.761178796
1	71800001	71900000	1.819459971
1	71900001	72000000	3.268396343
1	72000001	72100000	1.089565164
1	72100001	72200000	1.488228739
1	72200001	72300000	1.453253704
1	72300001	72400000	nan
1	72400001	72500000	2.149564361
1	72500001	72600000	1.354270024
1	72600001	72700000	nan
1	72700001	72800000	0.7170651577
1	72800001	72900000	2.13189805
1	72900001	73000000	1.298904676
1	73000001	73100000	2.264248155
1	73100001	73200000	1.771867866
1	73200001	73300000	0.6838340722
1	73300001	73400000	1.121584973
1	73400001	73500000	1.074343191
1	73500001	73600000	1.301842587
1	73600001	73700000	1.399527695
1	73700001	73800000	2.78705513
1	73800001	73900000	nan
1	73900001	74000000	1.942255191
1	74000001	74100000	2.885432572
1	74100001	74200000	0.9852386837
1	74200001	74300000	1.212103074
1	74300001	74400000	1.790123162
1	74400001	74500000	0.6255268815
1	74500001	74600000	1.364485793
1	74600001	74700000	1.297889571
1	74700001	74800000	1.235031892
1	74800001	74900000	nan
1	74900001	75000000	nan
1	75000001	75100000	1.159124937
1	75100001	75200000	nan
1	75200001	75300000	1.007998949
1	75300001	75400000	nan
1	75400001	75500000	1.978684428
1	75500001	75600000	2.06554101
1	75600001	75700000	2.107602997
1	75700001	75800000	2.158477032
1	75800001	75900000	1.503292647
1	75900001	76000000	2.152785943
1	76000001	76100000	nan
1	76100001	76200000	nan
1	76200001	76300000	1.584231279
1	76300001	76400000	1.668118666
1	76400001	76500000	1.894635228
1	76500001	76600000	2.237091815
1	76600001	76700000	1.844692194
1	76700001	76800000	1.556622102
1	76800001	76900000	2.590567112
1	76900001	77000000	1.525751491
1	77000001	77100000	1.537930797
1	77100001	77200000	1.870364943
1	77200001	77300000	2.937198826
1	77300001	77400000	2.14024224
1	77400001	77500000	2.154794119
1	77500001	77600000	2.130979602
1	77600001	77700000	1.928830412
1	77700001	77800000	2.533721266
1	77800001	77900000	3.095057343
1	77900001	78000000	2.068310556
1	78000001	78100000	1.782312074
1	78100001	78200000	2.270300824
1	78200001	78300000	2.281884033
1	78300001	78400000	1.96567614
1	78400001	78500000	nan
1	78500001	78600000	1.630100612
1	78600001	78700000	2.899531396
1	78700001	78800000	nan
1	78800001	78900000	2.782971644
1	78900001	79000000	2.477410534
1	79000001	79100000	2.107511824
1	79100001	79200000	2.159430403
1	79200001	79300000	2.335010461
1	79300001	79400000	nan
1	79400001	79500000	2.006342284
1	79500001	79600000	1.034284331
1	79600001	79700000	1.904997003
1	79700001	79800000	1.232255898
1	79800001	79900000	2.332279804
1	79900001	80000000	2.491857808
1	80000001	80100000	2.46369181
1	80100001	80200000	1.064845758
1	80200001	80300000	1.481107575
1	80300001	80400000	nan
1	80400001	80500000	1.900619201
1	80500001	80600000	1.258553707
1	80600001	80700000	2.284038846
1	80700001	80800000	1.425200304
1	80800001	80900000	1.976294105
1	80900001	81000000	1.529728474
1	81000001	81100000	1.626470612
1	81100001	81200000	0.6293001518
1	81200001	81300000	1.497256954
1	81300001	81400000	0.7550629161
1	81400001	81500000	2.036755871
1	81500001	81600000	2.115349152
1	81600001	81700000	1.19335566
1	81700001	81800000	1.917455471
1	81800001	81900000	1.318187786
1	81900001	82000000	2.598094381
1	82000001	82100000	nan
1	82100001	82200000	2.643828128
1	82200001	82300000	1.755563301
1	82300001	82400000	2.399094694
1	82400001	82500000	1.548009388
1	82500001	82600000	2.247878675
1	82600001	82700000	1.86446477
1	82700001	82800000	2.333817926
1	82800001	82900000	1.788504464
1	82900001	83000000	1.676278737
1	83000001	83100000	1.169722012
1	83100001	83200000	1.881130395
1	83200001	83300000	1.694056326
1	83300001	83400000	2.388432344
1	83400001	83500000	2.000444807
1	83500001	83600000	1.484220466
1	83600001	83700000	nan
1	83700001	83800000	nan
1	83800001	83900000	nan
1	83900001	84000000	1.660784809
1	84000001	84100000	1.343419269
1	84100001	84200000	2.296448244
1	84200001	84300000	1.385511652
1	84300001	84400000	1.192277134
1	84400001	84500000	1.852724726
1	84500001	84600000	1.793031272
1	84600001	84700000	2.046869134
1	84700001	84800000	2.170234163
1	84800001	84900000	1.655348989
1	84900001	85000000	1.167538327
1	85000001	85100000	1.566431139
1	85100001	85200000	1.01747745
1	85200001	85300000	1.969082248
1	85300001	85400000	2.188638491
1	85400001	85500000	1.663413733
1	85500001	85600000	2.001150431
1	85600001	85700000	2.302036964
1	85700001	85800000	2.611823219
1	85800001	85900000	1.925357629
1	85900001	86000000	1.78622053
1	86000001	86100000	2.319687825
1	86100001	86200000	2.263564314
1	86200001	86300000	1.927026643
1	86300001	86400000	2.113160268
1	86400001	86500000	1.753890204
1	86500001	86600000	0.9585213175
1	86600001	86700000	1.615202547
1	86700001	86800000	1.947012956
1	86800001	86900000	nan
1	86900001	87000000	2.000014655
1	87000001	87100000	2.472330157
1	87100001	87200000	4.031485411
1	87200001	87300000	2.197089827
1	87300001	87400000	2.891647109
1	87400001	87500000	2.016599597
1	87500001	87600000	1.473189644
1	87600001	87700000	1.873597372
1	87700001	87800000	1.429766482
1	87800001	87900000	2.002904664
1	87900001	88000000	3.193815811
1	88000001	88100000	1.316637449
1	88100001	88200000	2.044665728
1	88200001	88300000	1.96972616
1	88300001	88400000	1.737573129
1	88400001	88500000	1.838443967
